"Date","Various bitcoin currency statistics"
"2010-06-15",0
"2010-06-16",0
"2010-06-17",0
"2010-06-18",0
"2010-06-19",0
"2010-06-20",0
"2010-06-21",0
"2010-06-22",0
"2010-06-23",0
"2010-06-24",0
"2010-06-25",0
"2010-06-26",0
"2010-06-27",0
"2010-06-28",0
"2010-06-29",0
"2010-06-30",0
"2010-07-01",0
"2010-07-02",0
"2010-07-03",0
"2010-07-04",0
"2010-07-05",0
"2010-07-06",0
"2010-07-07",0
"2010-07-08",0
"2010-07-09",0
"2010-07-10",0
"2010-07-11",0
"2010-07-12",0
"2010-07-13",0
"2010-07-14",0
"2010-07-15",0
"2010-07-16",0
"2010-07-17",0
"2010-07-18",0
"2010-07-19",0
"2010-07-20",0
"2010-07-21",0
"2010-07-22",0
"2010-07-23",0
"2010-07-24",0
"2010-07-25",0
"2010-07-26",0
"2010-07-27",0
"2010-07-28",0
"2010-07-29",0
"2010-07-30",0
"2010-07-31",0
"2010-08-01",0
"2010-08-02",0
"2010-08-03",0
"2010-08-04",0
"2010-08-05",0
"2010-08-06",0
"2010-08-07",0
"2010-08-08",0
"2010-08-09",0
"2010-08-10",0
"2010-08-11",0
"2010-08-12",0
"2010-08-13",0
"2010-08-14",0
"2010-08-15",0
"2010-08-16",0
"2010-08-17",825.983
"2010-08-18",142.08
"2010-08-19",194.429
"2010-08-20",227.18
"2010-08-21",473.779
"2010-08-22",1295.198
"2010-08-23",264.132
"2010-08-24",667.552
"2010-08-25",190.656
"2010-08-26",366.609
"2010-08-27",577.265
"2010-08-28",397.41
"2010-08-29",195.437
"2010-08-30",2099.946
"2010-08-31",333.231
"2010-09-01",1019.709
"2010-09-02",382.243
"2010-09-03",521.592
"2010-09-04",96.18
"2010-09-05",272.609
"2010-09-06",432
"2010-09-07",134.338
"2010-09-08",155.831
"2010-09-09",167.294
"2010-09-10",315.383
"2010-09-11",57.598
"2010-09-12",494.382
"2010-09-13",92.767
"2010-09-14",1293.538
"2010-09-15",1035.825
"2010-09-16",51.315
"2010-09-17",252.735
"2010-09-18",442.987
"2010-09-19",730.656
"2010-09-20",1006.348
"2010-09-21",432.529
"2010-09-22",415.61
"2010-09-23",1213.884
"2010-09-24",197.412
"2010-09-25",129.73
"2010-09-26",61.718
"2010-09-27",990.133
"2010-09-28",537.801
"2010-09-29",1080.302
"2010-09-30",895.797
"2010-10-01",358.54
"2010-10-02",783.481
"2010-10-03",423.353
"2010-10-04",1443.236
"2010-10-05",2346.681
"2010-10-06",1241.123
"2010-10-07",1900.73
"2010-10-08",12529.968
"2010-10-09",20848.137
"2010-10-10",9321.6
"2010-10-11",3318.331
"2010-10-12",2558.556
"2010-10-13",3432.92
"2010-10-14",5152.77
"2010-10-15",2436.406
"2010-10-16",592.633
"2010-10-17",2536.842
"2010-10-18",1003.941
"2010-10-19",2060.595
"2010-10-20",3507.15
"2010-10-21",4883.963
"2010-10-22",3208.716
"2010-10-23",994.389
"2010-10-24",2612.88
"2010-10-25",3248.4
"2010-10-26",4876.35
"2010-10-27",10365.07
"2010-10-28",5242.946
"2010-10-29",4804.987
"2010-10-30",3084.601
"2010-10-31",9809.904
"2010-11-01",4219.983
"2010-11-02",3516.068
"2010-11-03",13665.025
"2010-11-04",9353.548
"2010-11-05",6805.483
"2010-11-06",8351.71
"2010-11-07",44081.412
"2010-11-08",34757.8
"2010-11-09",24843.378
"2010-11-10",6364.796
"2010-11-11",3077.28
"2010-11-12",3416.612
"2010-11-13",14431.8
"2010-11-14",4980.443
"2010-11-15",1380.63
"2010-11-16",7390.909
"2010-11-17",6985.16
"2010-11-18",7452.684
"2010-11-19",9694.731
"2010-11-20",3988.778
"2010-11-21",429.78
"2010-11-22",3732.834
"2010-11-23",4704.862
"2010-11-24",1361.748
"2010-11-25",789.542
"2010-11-26",9325.741
"2010-11-27",969.801
"2010-11-28",2773.809
"2010-11-29",9227.324
"2010-11-30",9022.025
"2010-12-01",1785.788
"2010-12-02",4686.93
"2010-12-03",1371.196
"2010-12-04",5647.821
"2010-12-05",2472.886
"2010-12-06",1371.816
"2010-12-07",3707.271
"2010-12-08",2957.227
"2010-12-09",4996.936
"2010-12-10",339.324
"2010-12-11",1424.973
"2010-12-12",364.608
"2010-12-13",1252.535
"2010-12-14",1234.353
"2010-12-15",2067.63
"2010-12-16",973.364
"2010-12-17",3277.436
"2010-12-18",79.288
"2010-12-19",500.239
"2010-12-20",2878.022
"2010-12-21",283.397
"2010-12-22",3268.146
"2010-12-23",1402.281
"2010-12-24",1157.694
"2010-12-25",1029.125
"2010-12-26",4465.505
"2010-12-27",438.297
"2010-12-28",5186.177
"2010-12-29",5364.535
"2010-12-30",363.286
"2010-12-31",1013.816
"2011-01-01",985.625
"2011-01-02",706.308
"2011-01-03",1082.671
"2011-01-04",789.544
"2011-01-05",57.814
"2011-01-06",890.419
"2011-01-07",13047.282
"2011-01-08",1273.388
"2011-01-09",639.895
"2011-01-10",3418.868
"2011-01-11",1335.412
"2011-01-12",10463.051
"2011-01-13",5852.663
"2011-01-14",15553.825
"2011-01-15",803.584
"2011-01-16",410.502
"2011-01-17",2393.554
"2011-01-18",5974.913
"2011-01-19",5956.86
"2011-01-20",6592.029
"2011-01-21",6360.469
"2011-01-22",3326.66
"2011-01-23",1393.725
"2011-01-24",2980.88
"2011-01-25",2972.045
"2011-01-26",3600.407
"2011-01-27",4439.124
"2011-01-28",12566.611
"2011-01-29",1534.341
"2011-01-30",4618.873
"2011-01-31",5127.396
"2011-02-01",70422.827
"2011-02-02",12758.269
"2011-02-03",6046.444
"2011-02-04",28553.01
"2011-02-05",24646.002
"2011-02-06",4343.537
"2011-02-07",6098.379
"2011-02-08",4071.375
"2011-02-09",8980.208
"2011-02-10",72060.031
"2011-02-11",10896.312
"2011-02-12",10715.073
"2011-02-13",4282.825
"2011-02-14",5708.491
"2011-02-15",11014.975
"2011-02-16",5520.733
"2011-02-17",4953.427
"2011-02-18",8823.618
"2011-02-19",33133.583
"2011-02-20",9690.234
"2011-02-21",2384.472
"2011-02-22",4681.004
"2011-02-23",11962.258
"2011-02-24",6298.21
"2011-02-25",11143.499
"2011-02-26",5365.169
"2011-02-27",21026.421
"2011-02-28",5746.402
"2011-03-01",22042.246
"2011-03-02",2016.059
"2011-03-03",2784.319
"2011-03-04",2980.38
"2011-03-05",2600.969
"2011-03-06",17230.293
"2011-03-07",15740.544
"2011-03-08",4025.874
"2011-03-09",2922.43
"2011-03-10",5033.003
"2011-03-11",8949.118
"2011-03-12",4060.443
"2011-03-13",1144.276
"2011-03-14",4165.468
"2011-03-15",2533.624
"2011-03-16",4380.733
"2011-03-17",9103.184
"2011-03-18",11914.836
"2011-03-19",4610.83
"2011-03-20",7317.325
"2011-03-21",3606.929
"2011-03-22",6986.296
"2011-03-23",11509.472
"2011-03-24",12734.609
"2011-03-25",6518.07
"2011-03-26",8677.645
"2011-03-27",7058.944
"2011-03-28",10776.078
"2011-03-29",2924.272
"2011-03-30",3247.313
"2011-03-31",4741.605
"2011-04-01",2950.921
"2011-04-02",1753.242
"2011-04-03",3394.836
"2011-04-04",16756.839
"2011-04-05",11855.011
"2011-04-06",6549.492
"2011-04-07",8755.862
"2011-04-08",16425.097
"2011-04-09",9556.235
"2011-04-10",2297.665
"2011-04-11",8787.721
"2011-04-12",37800.324
"2011-04-13",51759.955
"2011-04-14",10783.304
"2011-04-15",75391.583
"2011-04-16",29328.499
"2011-04-17",16441.287
"2011-04-18",45944.601
"2011-04-19",16394.593
"2011-04-20",27024.705
"2011-04-21",36693.816
"2011-04-22",56032.205
"2011-04-23",76280.474
"2011-04-24",83821.382
"2011-04-25",26232.861
"2011-04-26",35059.822
"2011-04-27",58970.436
"2011-04-28",265782.092
"2011-04-29",104007.183
"2011-04-30",349701.675
"2011-05-01",195812.795
"2011-05-02",85422.875
"2011-05-03",45080.149
"2011-05-04",68236.024
"2011-05-05",50318.762
"2011-05-06",83833.168
"2011-05-07",51864.125
"2011-05-08",73003.745
"2011-05-09",53299.657
"2011-05-10",228989.899
"2011-05-11",346483.631
"2011-05-12",170586.081
"2011-05-13",541303.544
"2011-05-14",321728.076
"2011-05-15",387948.581
"2011-05-16",359376.634
"2011-05-17",285797.892
"2011-05-18",207908.277
"2011-05-19",179823.776
"2011-05-20",174854.987
"2011-05-21",347598.316
"2011-05-22",147282.949
"2011-05-23",288515.591
"2011-05-24",100497.629
"2011-05-25",246555.913
"2011-05-26",658607.947
"2011-05-27",168676.201
"2011-05-28",117323.899
"2011-05-29",73005.978
"2011-05-30",120296.781
"2011-05-31",331557.84
"2011-06-01",395779.169
"2011-06-02",540577.451
"2011-06-03",930152.08
"2011-06-04",889343.609
"2011-06-05",447742.185
"2011-06-06",1094079.927
"2011-06-07",515246.407
"2011-06-08",3238530.996
"2011-06-09",2910528.464
"2011-06-10",2004325.645
"2011-06-11",4050559.104
"2011-06-12",5850718.501
"2011-06-13",1460526.193
"2011-06-14",1337714.542
"2011-06-15",600490.112
"2011-06-16",618741.727
"2011-06-17",2014003.844
"2011-06-18",1024462.407
"2011-06-19",835714.024
"2011-06-20",64800.449
"2011-06-21",71189.92
"2011-06-22",42548.572
"2011-06-23",82000.055
"2011-06-24",86390.364
"2011-06-25",99286.985
"2011-06-26",86763.05
"2011-06-27",875474.861
"2011-06-28",481289.408
"2011-06-29",363948.178
"2011-06-30",375638.675
"2011-07-01",736390.268
"2011-07-02",603043.297
"2011-07-03",310853.087
"2011-07-04",599886.634
"2011-07-05",1062944.311
"2011-07-06",2035936.1
"2011-07-07",1312709.668
"2011-07-08",699954.826
"2011-07-09",246364.949
"2011-07-10",550092.902
"2011-07-11",933281.06
"2011-07-12",455700.647
"2011-07-13",175243.21
"2011-07-14",217006.452
"2011-07-15",300478.643
"2011-07-16",407703.305
"2011-07-17",501222.95
"2011-07-18",622348.653
"2011-07-19",1463548.752
"2011-07-20",274899.354
"2011-07-21",493514.447
"2011-07-22",291788.143
"2011-07-23",243135.33
"2011-07-24",311925.416
"2011-07-25",663203.103
"2011-07-26",317893.798
"2011-07-27",202130.403
"2011-07-28",340784.778
"2011-07-29",267373.237
"2011-07-30",86919.734
"2011-07-31",701179.912
"2011-08-01",135324.339
"2011-08-02",652208.51
"2011-08-03",1260186.177
"2011-08-04",797232.952
"2011-08-05",298068.843
"2011-08-06",808869.776
"2011-08-07",1020588.344
"2011-08-08",619865.163
"2011-08-09",1306372.617
"2011-08-10",323752.02
"2011-08-11",408626.964
"2011-08-12",678838.916
"2011-08-13",251467.598
"2011-08-14",555156.595
"2011-08-15",465471.57
"2011-08-16",197912.751
"2011-08-17",209621.649
"2011-08-18",227917.612
"2011-08-19",374136.251
"2011-08-20",154262.619
"2011-08-21",130225.823
"2011-08-22",358469.723
"2011-08-23",217915.127
"2011-08-24",118411.118
"2011-08-25",427150.562
"2011-08-26",608901.549
"2011-08-27",621389.927
"2011-08-28",209585.742
"2011-08-29",210157.751
"2011-08-30",159144.953
"2011-08-31",128105.521
"2011-09-01",211483.553
"2011-09-02",127135.555
"2011-09-03",124327.216
"2011-09-04",109977.611
"2011-09-05",296955.361
"2011-09-06",680394.379
"2011-09-07",413541.155
"2011-09-08",182464.872
"2011-09-09",1401208.868
"2011-09-10",490142.688
"2011-09-11",773062.626
"2011-09-12",694994.875
"2011-09-13",304159.027
"2011-09-14",242072.065
"2011-09-15",299913.856
"2011-09-16",442696.323
"2011-09-17",113053.956
"2011-09-18",122374.975
"2011-09-19",365598.115
"2011-09-20",913547.317
"2011-09-21",380482.856
"2011-09-22",289696.583
"2011-09-23",372082.415
"2011-09-24",141653.883
"2011-09-25",48793.096
"2011-09-26",322391.319
"2011-09-27",166339.679
"2011-09-28",154405.366
"2011-09-29",83638.137
"2011-09-30",220748.92
"2011-10-01",163317.751
"2011-10-02",76098.022
"2011-10-03",72999.556
"2011-10-04",87686.974
"2011-10-05",115499.199
"2011-10-06",266863.627
"2011-10-07",360869.565
"2011-10-08",425654.803
"2011-10-09",190586.16
"2011-10-10",93576.432
"2011-10-11",198806.087
"2011-10-12",232757.948
"2011-10-13",194858.359
"2011-10-14",58437.563
"2011-10-15",215000.672
"2011-10-16",113985.412
"2011-10-17",727239.476
"2011-10-18",317874.159
"2011-10-19",256867.556
"2011-10-20",194787.108
"2011-10-21",252380.491
"2011-10-22",335137.999
"2011-10-23",230988.733
"2011-10-24",156832.337
"2011-10-25",459931.284
"2011-10-26",117365.371
"2011-10-27",173899.351
"2011-10-28",223321.463
"2011-10-29",327611.709
"2011-10-30",194443.066
"2011-10-31",115362.063
"2011-11-01",167162.955
"2011-11-02",126384.516
"2011-11-03",97206.226
"2011-11-04",149101.049
"2011-11-05",184400.332
"2011-11-06",68710.573
"2011-11-07",53845.959
"2011-11-08",255153.176
"2011-11-09",195261.769
"2011-11-10",88246.85
"2011-11-11",121758.577
"2011-11-12",149387.098
"2011-11-13",39810.355
"2011-11-14",1047522.768
"2011-11-15",333163.425
"2011-11-16",101963.935
"2011-11-17",380780.162
"2011-11-18",99253.8
"2011-11-19",348626.477
"2011-11-20",256401.037
"2011-11-21",110200.999
"2011-11-22",112267.632
"2011-11-23",104758.997
"2011-11-24",132862.116
"2011-11-25",207195.986
"2011-11-26",161761.782
"2011-11-27",64291.638
"2011-11-28",128670.557
"2011-11-29",560597.273
"2011-11-30",302525.592
"2011-12-01",360947.276
"2011-12-02",215031.278
"2011-12-03",279870.273
"2011-12-04",432545.743
"2011-12-05",132611.523
"2011-12-06",192633.828
"2011-12-07",197024.806
"2011-12-08",140165.843
"2011-12-09",135255.899
"2011-12-10",176107.963
"2011-12-11",455091.767
"2011-12-12",189891.384
"2011-12-13",118072.735
"2011-12-14",254484.352
"2011-12-15",74118.046
"2011-12-16",182288.195
"2011-12-17",70908.437
"2011-12-18",53711.284
"2011-12-19",510063.277
"2011-12-20",662323.374
"2011-12-21",418278.254
"2011-12-22",257009.433
"2011-12-23",118547.041
"2011-12-24",72107.959
"2011-12-25",350822.338
"2011-12-26",419204.353
"2011-12-27",153015.192
"2011-12-28",165417.159
"2011-12-29",307207.519
"2011-12-30",184602.216
"2011-12-31",648541.697
"2012-01-01",426262.035
"2012-01-02",594783.345
"2012-01-03",557476.602
"2012-01-04",473018.6
"2012-01-05",1054656.818
"2012-01-06",1888020.116
"2012-01-07",484924.267
"2012-01-08",428239.435
"2012-01-09",935777.459
"2012-01-10",848166.172
"2012-01-11",841167.105
"2012-01-12",909030.295
"2012-01-13",452370.557
"2012-01-14",781797.292
"2012-01-15",608385.04
"2012-01-16",742853.823
"2012-01-17",929941.521
"2012-01-18",2327006.607
"2012-01-19",730224.229
"2012-01-20",601985.155
"2012-01-21",446998.408
"2012-01-22",220711.106
"2012-01-23",259120.973
"2012-01-24",211725.841
"2012-01-25",529706.301
"2012-01-26",996019.801
"2012-01-27",825301.832
"2012-01-28",531539.45
"2012-01-29",299939.361
"2012-01-30",281662.55
"2012-01-31",222331.809
"2012-02-01",281803.063
"2012-02-02",858000.31
"2012-02-03",399486.45
"2012-02-04",151418.289
"2012-02-05",703127.204
"2012-02-06",388811.43
"2012-02-07",499825.872
"2012-02-08",1410604.19
"2012-02-09",390715.047
"2012-02-10",501592.275
"2012-02-11",166725.347
"2012-02-12",605923.159
"2012-02-13",1150509.005
"2012-02-14",1595943.967
"2012-02-15",606265.92
"2012-02-16",1022854.932
"2012-02-17",689769.489
"2012-02-18",325162.164
"2012-02-19",157343.746
"2012-02-20",279579.974
"2012-02-21",199367.96
"2012-02-22",382274.636
"2012-02-23",681747.659
"2012-02-24",682550.977
"2012-02-25",338506.455
"2012-02-26",390657.303
"2012-02-27",244820.336
"2012-02-28",269874.599
"2012-02-29",209114.02
"2012-03-01",192357.786
"2012-03-02",673421.519
"2012-03-03",197621.937
"2012-03-04",210428.503
"2012-03-05",387615.243
"2012-03-06",208535.282
"2012-03-07",243593.75
"2012-03-08",253573.622
"2012-03-09",202271.818
"2012-03-10",170994.42
"2012-03-11",202433.023
"2012-03-12",111077.908
"2012-03-13",616879.766
"2012-03-14",373636.888
"2012-03-15",260320.839
"2012-03-16",162261.127
"2012-03-17",149637.957
"2012-03-18",212994.984
"2012-03-19",501626.309
"2012-03-20",763389.52
"2012-03-21",246229.488
"2012-03-22",183497.032
"2012-03-23",335345.642
"2012-03-24",214667.03
"2012-03-25",310873.445
"2012-03-26",330843.538
"2012-03-27",282240.28
"2012-03-28",247231.876
"2012-03-29",186601.091
"2012-03-30",163903.618
"2012-03-31",239657.365
"2012-04-01",174322.463
"2012-04-02",363920.436
"2012-04-03",347947.199
"2012-04-04",305609.317
"2012-04-05",181999.041
"2012-04-06",249517.872
"2012-04-07",410663.889
"2012-04-08",268961.962
"2012-04-09",124253.244
"2012-04-10",279791.164
"2012-04-11",211884.238
"2012-04-12",326390.791
"2012-04-13",393935.342
"2012-04-14",453609.727
"2012-04-15",142891.622
"2012-04-16",143852.478
"2012-04-17",162666.853
"2012-04-18",415769.625
"2012-04-19",208230.251
"2012-04-20",251079.271
"2012-04-21",666085.013
"2012-04-22",177455.107
"2012-04-23",175572.355
"2012-04-24",440369.959
"2012-04-25",200035.853
"2012-04-26",312026.861
"2012-04-27",145131.76
"2012-04-28",479852.201
"2012-04-29",110804.128
